,display_size,Resolution,Processor,RAM,Hard_Drive,Battery_Life,Price,Brand,Weight,Color,Processor_Brand,Processor_Count
715,14.0,1366 x 768 Pixels,1.1,4.0,64.0,3.0,243.29,HP,3.0,Black,Intel,2.0
716,15.6,2K,1.6,8.0,256.0,8.0,849.99,Lenovo,2.0,Gray,Intel,1.0
717,15.6,2K,3.6,8.0,256.0,4.0,599.99,Acer,4.0,Blue,Intel,2.0
718,15.6,1366 x 768 Pixels,2.1,4.0,128.0,4.0,413.99,HP,3.0,Blue,Intel,1.0
719,15.6,1920 x 1080 Pixels,2.4,8.0,256.0,7.0,755.0,Lenovo,4.0,Black,Intel,4.0
720,14.0,1366 x 768 Pixels,3.0,8.0,128.0,8.0,549.0,HP,3.0,Silver,Intel,2.0
721,10.1,1280 x 800 Pixels,1.8,4.0,256.0,4.0,179.99,Tablets & Computers,3.0,Blue,Intel,4.0
722,15.6,1366 x 768 Pixels,4.3,16.0,512.0,10.0,819.0,HP,3.0,Silver,AMD,8.0
723,14.0,1366 x 768 Pixels,4.1,8.0,256.0,4.0,478.0,HP,4.0,Blue,Intel,4.0
724,13.3,2K,4.7,8.0,128.0,6.0,829.9,Acer,5.0,Blue,Intel,4.0
725,17.3,1920 x 1080 Pixels,2.3,12.0,512.0,9.0,839.9,ASUS,5.0,Silver,AMD,4.0
726,15.6,1920 x 1080 Pixels,2.2,4.0,64.0,10.0,357.9,Lenovo,4.0,Gray,Intel,1.0
727,15.6,1920 x 1080 Pixels,3.0,8.0,512.0,4.0,1049.99,Lenovo,10.0,Blue,AMD,6.0
728,14.0,1366 x 768 Pixels,1.0,8.0,256.0,4.0,519.99,HP,4.0,Blue,Intel,4.0
729,15.6,1366 x 768 Pixels,4.3,16.0,512.0,10.0,819.0,HP,3.0,Silver,AMD,8.0
730,14.0,1920 x 1080 Pixels,4.2,8.0,256.0,4.0,699.99,HP,3.0,Blue,Intel,1.0
731,17.3,1920 x 1080 Pixels,2.3,12.0,512.0,9.0,839.9,ASUS,5.0,Silver,AMD,4.0
732,15.6,1366 x 768 Pixels,1.1,4.0,128.0,8.0,399.9,Dell,4.0,Black,Intel,4.0
733,15.6,1920 x 1080 Pixels,2.2,4.0,64.0,10.0,357.9,Lenovo,4.0,Gray,Intel,1.0
734,15.6,1920 x 1080 Pixels,3.0,8.0,512.0,4.0,1049.99,Lenovo,10.0,Blue,AMD,6.0
735,15.6,1920 x 1080 Pixels,2.3,4.0,32.0,10.0,386.0,Lenovo,4.0,Gray,Intel,1.0
736,17.3,1920 x 1080 Pixels,2.3,16.0,512.0,4.0,1329.0,Sager,5.0,Blue,Intel,8.0
737,15.6,1366 x 768 Pixels,1.0,12.0,256.0,4.0,649.99,Lenovo,4.0,Blue,Intel,4.0
738,14.0,1366 x 768 Pixels,1.6,4.0,64.0,6.0,267.29,Lenovo,4.0,Silver,Intel,2.0
739,14.0,1920 x 1080 Pixels,3.1,16.0,128.0,4.0,1815.0,ASUS,3.0,White,AMD,8.0
740,14.0,1920 x 1080 Pixels,3.4,8.0,64.0,4.0,599.0,ASUS,3.0,Black,Intel,2.0
741,14.0,1920 x 1080 Pixels,3.0,4.0,128.0,4.0,367.0,HP,5.0,Black,Intel,2.0
742,15.6,1920 x 1080 Pixels,4.6,32.0,128.0,4.0,3699.0,ASUS,5.0,Blue,AMD,2.0
743,15.6,4K,4.6,16.0,512.0,4.0,1449.0,GIGABYTE,8.0,Black,Intel,8.0
744,14.0,1366 x 768 Pixels,2.4,8.0,256.0,4.0,439.99,HP,3.0,Blue,AMD,2.0
745,15.6,1920 x 1080 Pixels,3.2,16.0,128.0,4.0,2334.49,ASUS,5.0,Black,AMD,8.0
746,13.3,2K,3.9,8.0,512.0,4.0,999.0,HP,2.0,Blue,Intel,4.0
747,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,4.0,699.0,Lenovo,5.0,Blue,AMD,1.0
748,14.0,1366 x 768 Pixels,1.4,4.0,128.0,4.0,309.0,Lenovo,3.0,Blue,AMD,2.0
749,14.0,1920 x 1080 Pixels,2.8,16.0,512.0,4.0,1795.0,Lenovo,5.0,Blue,Intel,4.0
750,14.0,1920 x 1080 Pixels,2.6,4.0,256.0,12.0,549.0,Lenovo,3.0,Gray,AMD,4.0
751,15.6,1920 x 1080 Pixels,2.2,64.0,2000.0,4.0,2999.99,Computer Upgrade King,4.0,Blue,Intel,8.0
752,14.0,1920 x 1200 Pixels,4.7,8.0,512.0,10.0,1246.99,LG,2.0,Silver,Intel,4.0
753,15.6,1920 x 1080 Pixels,4.2,8.0,128.0,10.0,879.99,ASUS,3.0,Silver,Intel,4.0
754,11.6,1366 x 768 Pixels,2.1,4.0,32.0,10.0,209.9,Lenovo,2.0,Blue,Intel,4.0
755,15.6,1920 x 1080 Pixels,4.6,16.0,512.0,4.0,1899.0,GIGABYTE,4.0,Black,Intel,8.0
756,11.6,1366 x 768 Pixels,1.5,8.0,128.0,8.0,308.0,YITAOERA,2.0,Black,Intel,4.0
757,15.6,1920 x 1080 Pixels,2.3,16.0,128.0,4.0,769.0,Dell,3.0,Silver,AMD,6.0
758,15.6,1920 x 1080 Pixels,1.1,4.0,64.0,12.0,314.99,Acer,2.0,Blue,Intel,2.0
759,15.6,1920 x 1080 Pixels,2.5,8.0,256.0,4.0,779.0,Dell,5.0,Blue,Intel,4.0
760,15.6,2K,2.8,4.0,32.0,10.0,379.61,HP,3.0,Blue,Intel,2.0
761,15.6,1920 x 1080 Pixels,3.2,16.0,512.0,4.0,1559.99,Dell,5.0,Gray,AMD,8.0
762,14.0,2K,3.1,4.0,256.0,4.0,249.0,ASUS,3.0,Blue,Intel,2.0
763,14.0,2K,4.6,32.0,128.0,4.0,1619.0,Lenovo,5.0,Gray,Intel,8.0
764,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,8.0,358.0,XINYANGCH,3.0,Silver,Intel,4.0
765,11.6,1920 x 1080 Pixels,2.4,4.0,64.0,8.0,339.98,IProda,2.0,Silver,Intel,1.0
766,11.6,1920 x 1080 Pixels,1.6,4.0,64.0,6.0,199.99,Venturer,2.0,Blue,Intel,2.0
767,15.6,1366 x 768 Pixels,3.4,8.0,128.0,7.0,499.99,HP,3.0,Silver,Intel,2.0
768,17.3,1600 x 900 Pixels,1.3,16.0,128.0,4.0,899.0,ASUS,8.0,Blue,Intel,4.0
769,13.3,1920 x 1080 Pixels,2.7,4.0,64.0,4.0,389.99,Samsung Electronics,3.0,Gray,Intel,1.0
770,11.6,1920 x 1080 Pixels,1.6,4.0,64.0,6.0,199.99,Venturer,2.0,Blue,Intel,2.0
771,15.6,1366 x 768 Pixels,3.4,8.0,128.0,7.0,499.99,HP,3.0,Silver,Intel,2.0
772,13.3,1920 x 1080 Pixels,3.6,8.0,128.0,10.0,801.01,ASUS,2.0,Gray,Intel,4.0
773,15.6,1920 x 1080 Pixels,2.6,16.0,128.0,4.0,1529.99,Acer,4.0,Black,Intel,6.0
774,10.1,1366 x 768 Pixels,2.3,24.0,128.0,4.0,399.0,Dell,3.0,Black,Intel,6.0
775,14.0,1366 x 768 Pixels,1.1,4.0,64.0,14.0,399.0,HP,3.0,Black,Intel,2.0
776,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,8.0,358.0,XINYANGCH,3.0,Silver,Intel,4.0
777,17.3,1920 x 1080 Pixels,4.6,8.0,512.0,4.0,2349.0,GIGABYTE,6.0,Black,Intel,8.0
778,15.6,1920 x 1080 Pixels,3.0,8.0,256.0,4.0,529.99,Lenovo,4.0,Blue,Intel,4.0
779,14.0,1366 x 768 Pixels,1.1,4.0,64.0,11.0,275.0,HP,2.0,Blue,Intel,2.0
780,13.3,1920 x 1080 Pixels,2.7,4.0,64.0,4.0,389.99,Samsung Electronics,3.0,Gray,Intel,1.0
781,14.0,1920 x 1080 Pixels,1.3,8.0,256.0,4.0,1039.0,LG,2.0,Silver,Intel,4.0
782,14.0,1366 x 768 Pixels,2.4,8.0,256.0,4.0,439.99,HP,3.0,Blue,AMD,2.0
783,15.6,1920 x 1080 Pixels,1.2,4.0,128.0,7.0,399.99,ASUS,3.0,Gray,Intel,2.0
784,15.6,1920 x 1080 Pixels,2.1,8.0,512.0,8.0,479.0,Broage,4.0,Blue,Intel,2.0
785,14.0,1920 x 1080 Pixels,1.1,8.0,512.0,5.0,625.0,HP,3.0,Silver,Intel,4.0
786,15.6,1920 x 1080 Pixels,1.2,16.0,512.0,4.0,1515.0,Dell,5.0,Blue,Intel,1.0
787,13.3,1366 x 768 Pixels,2.1,4.0,128.0,4.0,639.94,Dell,5.0,Blue,Intel,1.0
788,17.3,1600 x 900 Pixels,1.2,8.0,128.0,9.0,637.97,HP,5.0,Blue,Intel,2.0
789,15.6,1920 x 1080 Pixels,1.5,8.0,256.0,4.0,368.0,YITAOERA,3.0,Blue,Intel,4.0
790,14.0,1366 x 768 Pixels,2.6,4.0,64.0,4.0,349.99,HP,3.0,Silver,Intel,2.0
791,14.0,1920 x 1080 Pixels,1.6,8.0,256.0,4.0,698.0,HP,3.0,Silver,Intel,4.0
792,11.6,1366 x 768 Pixels,1.1,4.0,32.0,12.0,229.0,Samsung Electronics,5.0,Blue,Intel,2.0
793,17.3,1600 x 900 Pixels,1.0,20.0,128.0,12.0,779.0,Acer,6.0,Black,Intel,4.0
794,15.6,1920 x 1080 Pixels,2.6,8.0,512.0,12.0,1325.97,MSI,4.0,Blue,Intel,6.0
795,11.6,1366 x 768 Pixels,2.1,4.0,512.0,10.0,165.99,Lenovo,2.0,Black,Intel,4.0
796,15.6,1920 x 1080 Pixels,4.1,8.0,2000.0,12.0,519.99,Acer,4.0,Silver,Intel,2.0
797,17.3,1920 x 1080 Pixels,4.2,32.0,128.0,5.0,1399.99,Lenovo,6.0,Black,AMD,8.0
798,15.6,1366 x 768 Pixels,1.2,8.0,128.0,7.0,449.0,Lenovo,4.0,Gray,Intel,2.0
799,14.0,2K,1.8,8.0,256.0,12.0,880.99,Lenovo,2.0,Gray,Intel,4.0
800,17.3,1600 x 900 Pixels,1.0,8.0,256.0,9.0,799.0,HP,6.0,Silver,Intel,4.0
801,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,12.0,589.99,Lenovo,3.0,Black,AMD,6.0
802,17.3,1920 x 1080 Pixels,2.6,64.0,128.0,12.0,1899.99,MSI,5.0,Black,Intel,6.0
803,15.6,1920 x 1080 Pixels,2.4,8.0,256.0,12.0,799.0,Lenovo,4.0,Blue,Intel,4.0
804,15.6,1920 x 1080 Pixels,1.8,8.0,256.0,12.0,368.0,HAOMA,3.0,Gray,Intel,4.0
805,17.3,4K,4.6,16.0,128.0,12.0,2099.0,GIGABYTE,5.0,Black,Intel,8.0
806,15.6,1366 x 768 Pixels,1.2,32.0,128.0,14.0,1149.99,Toshiba,4.0,Black,Intel,4.0
807,15.6,1920 x 1080 Pixels,4.5,16.0,512.0,6.0,1585.3,Acer,5.0,Black,Intel,6.0
808,15.6,2K,1.6,8.0,256.0,8.0,849.99,Lenovo,2.0,Gray,Intel,1.0
809,15.6,1920 x 1080 Pixels,2.6,64.0,128.0,12.0,2249.95,Oemgenuine,3.0,Black,Intel,6.0
810,14.0,2K,2.6,8.0,256.0,12.0,395.0,Dell,3.0,Blue,Intel,2.0
811,15.6,1920 x 1080 Pixels,2.6,16.0,128.0,12.0,1157.88,Lenovo,5.0,Black,Intel,1.0
812,14.0,2K,4.7,16.0,128.0,8.0,2099.0,VAIO,2.0,Black,Intel,1.0
813,14.0,2K,1.9,48.0,128.0,12.0,1899.95,Oemgenuine,3.0,Black,Intel,4.0
814,14.0,1366 x 768 Pixels,1.7,8.0,128.0,12.0,549.0,HP,3.0,Silver,Intel,2.0
815,17.3,1920 x 1080 Pixels,2.6,32.0,512.0,12.0,1729.99,Computer Upgrade King,5.0,Blue,Intel,6.0
816,15.6,2K,1.2,16.0,64.0,8.0,1089.0,HP,3.0,Blue,Intel,4.0
817,14.0,1920 x 1080 Pixels,4.1,8.0,512.0,12.0,729.0,N\,4.0,Blue,Intel,4.0
818,15.6,1920 x 1080 Pixels,2.3,16.0,128.0,12.0,1999.99,ASUS,4.0,Blue,Intel,8.0
819,15.6,1366 x 768 Pixels,2.3,4.0,128.0,12.0,419.0,Dell,4.0,Black,AMD,2.0
820,15.6,1920 x 1080 Pixels,1.5,8.0,256.0,8.0,369.0,YITAOERA,3.0,Black,Intel,4.0
821,15.6,1920 x 1080 Pixels,2.3,16.0,128.0,12.0,819.99,Acer,5.0,Black,Intel,4.0
822,14.0,2K,3.2,4.0,64.0,12.0,341.88,HP,4.0,Blue,AMD,2.0
823,15.6,4K,4.6,16.0,128.0,6.0,2249.0,GIGABYTE,4.0,Black,Intel,8.0
824,10.1,1024*600,1.96,4.0,32.0,5.0,218.86,Goldengulf,2.0,Black,Intel,4.0
825,13.3,1920 x 1080 Pixels,3.9,16.0,128.0,12.0,1499.99,Razer,6.0,Black,Intel,4.0
826,14.0,1920 x 1200 Pixels,4.8,16.0,512.0,12.0,1982.0,Lenovo,2.0,Black,Intel,4.0
827,15.6,1920 x 1080 Pixels,3.6,8.0,256.0,12.0,699.0,Dell,4.0,Black,Intel,4.0
828,11.6,1366 x 768 Pixels,1.1,4.0,32.0,10.0,318.0,Acer,2.0,Silver,Intel,2.0
829,13.3,1920 x 1080 Pixels,3.9,16.0,128.0,12.0,1499.99,Razer,6.0,Black,Intel,4.0
830,14.0,1366 x 768 Pixels,2.6,4.0,64.0,12.0,349.99,HP,3.0,Silver,Intel,2.0
831,14.0,1920 x 1200 Pixels,4.8,16.0,512.0,12.0,1982.0,Lenovo,2.0,Black,Intel,4.0
832,15.6,1920 x 1080 Pixels,3.6,8.0,256.0,12.0,699.0,Dell,4.0,Black,Intel,4.0
833,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,8.0,388.0,TMM,3.0,Blue,Intel,4.0
834,14.0,1920 x 1080 Pixels,2.7,4.0,64.0,12.0,349.99,Lenovo,4.0,Black,AMD,2.0
835,11.6,1366 x 768 Pixels,2.0,4.0,32.0,12.0,168.99,HP,3.0,Gray,Intel,8.0
836,11.6,1366 x 768 Pixels,2.0,4.0,32.0,12.0,219.0,HP,2.0,Gray,Intel,8.0
837,17.3,1920 x 1080 Pixels,2.9,16.0,512.0,12.0,1349.0,MSI,5.0,Black,AMD,8.0
838,11.6,1366 x 768 Pixels,1.4,4.0,256.0,8.0,148.81,Acer,1.0,Gray,Intel,2.0
839,15.6,1920 x 1080 Pixels,2.2,4.0,64.0,10.0,379.0,Lenovo,4.0,Silver,Intel,2.0
840,10.1,1280×720 Pixels,1.44,4.0,64.0,12.0,190.0,HSW,2.0,Pink,Intel,4.0
841,15.6,2K,4.5,16.0,128.0,12.0,2288.9,ASUS,4.0,Gray,AMD,8.0
842,11.6,1366 x 768 Pixels,2.6,4.0,32.0,12.0,199.0,Samsung Electronics,2.0,Silver,Intel,2.0
843,15.6,1920 x 1080 Pixels,3.5,8.0,128.0,12.0,570.0,Dell,4.0,White,AMD,4.0
844,15.6,1920 x 1080 Pixels,4.6,16.0,512.0,12.0,1429.0,GIGABYTE,10.0,Black,Intel,8.0
845,15.6,1920 x 1080 Pixels,2.0,8.0,64.0,6.0,349.66,Smart-US,3.0,Silver,Intel,4.0
846,15.6,1920 x 1080 Pixels,3.7,4.0,128.0,10.0,416.7,Acer,3.0,Silver,AMD,4.0
847,15.6,1366 x 768 Pixels,1.1,16.0,512.0,12.0,599.0,Dell,3.0,Blue,Intel,4.0
848,10.1,1366 x 768 Pixels,1.44,32.0,64.0,6.0,188.0,SERYUB,3.0,Black,Intel,2.0
849,11.6,1366 x 768 Pixels,2.6,4.0,32.0,10.0,199.0,Nowco,3.0,Blue,Intel,2.0
850,13.3,1920 x 1080 Pixels,2.8,16.0,128.0,12.0,1199.99,HP,5.0,Blue,Intel,4.0
851,15.6,1920 x 1080 Pixels,3.7,16.0,256.0,12.0,449.0,HP,6.0,Blue,Intel,4.0
852,15.6,1366 x 768 Pixels,3.4,8.0,128.0,12.0,439.99,HP,4.0,Blue,Intel,2.0
853,14.0,1366 x 768 Pixels,3.0,4.0,32.0,8.0,348.0,Lenovo,11.0,Gray,AMD,2.0
854,15.6,1920 x 1080 Pixels,2.4,32.0,1000.0,12.0,1999.99,Computer Upgrade King,4.0,Blue,Intel,8.0
855,14.0,1920 x 1080 Pixels,1.7,16.0,128.0,12.0,1794.12,Dell,3.0,Blue,Intel,1.0
856,14.0,1366 x 768 Pixels,1.1,4.0,32.0,12.0,339.99,HP,3.0,Blue,Intel,2.0
857,13.3,2K,4.2,16.0,512.0,12.0,949.99,Lenovo,2.0,Blue,Intel,4.0
858,14.0,1920 x 1080 Pixels,1.8,4.0,64.0,10.0,288.0,Lenovo,5.0,Blue,AMD,1.0
859,14.0,1366 x 768 Pixels,2.2,4.0,32.0,12.0,299.0,HP,4.0,Gray,AMD,2.0
860,15.6,1920 x 1080 Pixels,1.2,12.0,512.0,7.0,599.9,ASUS,3.0,Gray,Intel,2.0
861,15.6,1920 x 1080 Pixels,3.0,8.0,128.0,12.0,537.99,Dell,4.0,Black,Intel,2.0
862,15.6,1920 x 1080 Pixels,4.3,16.0,512.0,12.0,809.99,HP,3.0,Silver,AMD,8.0
863,14.0,1920 x 1080 Pixels,1.1,8.0,512.0,5.0,625.0,HP,3.0,Silver,Intel,4.0
864,11.6,1366 x 768 Pixels,2.48,4.0,32.0,9.0,353.75,Dell,2.0,Blue,Intel,2.0
865,15.6,2K,2.4,32.0,1000.0,12.0,1729.99,Computer Upgrade King,4.0,Blue,Intel,8.0
866,17.3,1920 x 1080 Pixels,5.1,16.0,128.0,12.0,2509.0,Alienware,10.0,Blue,Intel,8.0
867,15.6,1920 x 1080 Pixels,1.2,4.0,512.0,12.0,734.99,ASUS,3.0,Gray,Intel,4.0
868,15.6,1920 x 1080 Pixels,4.1,16.0,512.0,12.0,829.99,Lenovo,4.0,Gray,AMD,8.0
869,14.0,1366 x 768 Pixels,1.1,4.0,64.0,9.0,359.0,HP,3.0,White,Intel,2.0
870,15.6,1920 x 1080 Pixels,1.5,8.0,256.0,12.0,368.0,YITAOERA,3.0,Blue,Intel,4.0
871,15.6,1920 x 1080 Pixels,1.2,4.0,512.0,12.0,735.99,ASUS,3.0,Gray,Intel,4.0
872,14.0,1920 x 1080 Pixels,2.6,4.0,128.0,12.0,514.99,Lenovo,4.0,Gray,AMD,4.0
873,15.6,1920 x 1080 Pixels,4.2,20.0,512.0,12.0,749.99,Lenovo,4.0,Blue,Intel,4.0
874,15.6,1366 x 768 Pixels,2.6,8.0,128.0,12.0,495.0,HP,4.0,Silver,AMD,2.0
875,11.6,1366 x 768 Pixels,2.0,4.0,32.0,3.0,229.0,HP,3.0,Blue,Intel,8.0
876,13.3,1920 x 1080 Pixels,4.2,16.0,256.0,12.0,889.0,Lenovo,4.0,Blue,Intel,1.0
877,14.0,1366 x 768 Pixels,1.6,4.0,32.0,10.0,304.99,HP,3.0,Gray,Intel,2.0
878,15.6,1920 x 1080 Pixels,2.0,16.0,512.0,7.0,599.0,HP,3.0,Blue,AMD,4.0
879,15.6,1920 x 1080 Pixels,2.4,4.0,512.0,8.0,487.88,HP,3.0,Silver,AMD,2.0
880,14.0,1366 x 768 Pixels,3.0,16.0,256.0,12.0,639.99,Dell,3.0,Blue,Intel,2.0
881,17.3,1920 x 1080 Pixels,2.4,64.0,2000.0,12.0,1919.99,Computer Upgrade King,5.0,Blue,Intel,8.0
882,17.3,1920 x 1080 Pixels,2.3,32.0,128.0,12.0,2049.0,Sager,5.0,Blue,Intel,8.0
883,14.0,1366 x 768 Pixels,2.1,4.0,32.0,10.0,209.0,Lenovo,4.0,Blue,Intel,4.0
884,17.3,1920 x 1080 Pixels,2.4,64.0,2000.0,12.0,1919.99,Computer Upgrade King,5.0,Blue,Intel,8.0
885,15.6,1920 x 1080 Pixels,2.7,12.0,256.0,12.0,389.99,VGKE,3.0,Black,Intel,2.0
886,14.0,1920 x 1080 Pixels,2.6,4.0,512.0,12.0,550.0,Lenovo,3.0,Gray,AMD,4.0
887,15.6,1920 x 1080 Pixels,1.2,4.0,512.0,12.0,735.99,ASUS,3.0,Gray,Intel,4.0
888,13.3,2K,4.7,8.0,512.0,6.0,734.99,Acer,2.0,Silver,Intel,4.0
889,15.6,1920 x 1080 Pixels,1.8,16.0,512.0,12.0,1879.95,Oemgenuine,3.0,Blue,Intel,4.0
890,15.6,1920 x 1080 Pixels,2.0,8.0,512.0,12.0,625.0,Lenovo,4.0,Blue,Intel,4.0
891,14.0,1920 x 1080 Pixels,4.8,16.0,128.0,7.0,1449.0,MSI,2.0,Black,Intel,4.0
892,15.6,1920 x 1080 Pixels,4.5,16.0,512.0,8.0,1514.99,Acer,4.0,Blue,Intel,6.0
893,15.6,1366 x 768 Pixels,1.1,4.0,32.0,10.0,279.0,Acer,4.0,Silver,Intel,2.0
894,15.6,2K,1.1,4.0,64.0,5.0,229.0,Samsung Electronics,5.0,Silver,Intel,1.0
895,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,12.0,759.0,Lenovo,5.0,Gray,AMD,8.0
896,11.6,1366 x 768 Pixels,2.6,4.0,32.0,10.0,289.0,Acer,2.0,Black,Intel,2.0
897,12.5,2K,4.2,4.0,64.0,12.0,319.0,Samsung Electronics,2.0,Silver,Intel,2.0
898,11.6,1366 x 768 Pixels,1.6,16.0,32.0,12.0,178.95,Lenovo,3.0,Black,AMD,2.0
899,14.0,2K,3.6,8.0,64.0,12.0,669.66,ASUS,1.0,Blue,AMD,4.0
900,15.6,1366 x 768 Pixels,4.3,12.0,512.0,10.0,819.0,HP,3.0,Silver,AMD,4.0
901,13.3,2K,1.4,8.0,64.0,12.0,1521.65,Lenovo,4.0,Blue,Intel,2.0
902,15.6,1366 x 768 Pixels,1.1,4.0,32.0,10.0,279.0,Acer,4.0,Silver,Intel,2.0
903,14.0,1366 x 768 Pixels,2.4,4.0,128.0,6.0,324.0,Lenovo,3.0,Black,Intel,2.0
904,15.6,1920 x 1080 Pixels,1.7,8.0,256.0,12.0,519.0,HP,5.0,Blue,Intel,2.0
905,17.3,1920 x 1080 Pixels,2.6,16.0,256.0,12.0,1649.99,ASUS,6.0,Blue,Intel,6.0
906,14.0,1366 x 768 Pixels,4.2,16.0,64.0,12.0,1199.0,Lenovo,5.0,Blue,Intel,1.0
907,14.0,1920 x 1080 Pixels,1.6,8.0,512.0,10.0,789.0,ASUS,4.0,Blue,Intel,4.0
908,17.3,2K,1.0,16.0,512.0,12.0,1464.95,LG Gram,2.0,Blue,Intel,1.0
909,15.6,1920 x 1080 Pixels,2.2,4.0,64.0,10.0,379.0,Lenovo,4.0,Silver,Intel,2.0
910,15.6,1366 x 768 Pixels,2.5,8.0,128.0,12.0,399.0,HP,5.0,Blue,AMD,1.0
911,14.0,1366 x 768 Pixels,2.1,4.0,32.0,10.0,239.99,Lenovo,3.0,Black,Intel,2.0
912,17.3,1920 x 1080 Pixels,3.5,64.0,2000.0,12.0,3959.99,Computer Upgrade King,8.0,White,Intel,8.0
913,15.6,2K,4.6,16.0,128.0,12.0,2079.99,ASUS,6.0,White,AMD,8.0
914,14.0,1366 x 768 Pixels,1.0,4.0,32.0,3.0,199.99,HP,3.0,Gray,Intel,2.0
915,14.0,1920 x 1080 Pixels,1.1,4.0,32.0,11.0,279.0,HP,3.0,White,Intel,2.0
916,15.6,1920 x 1080 Pixels,4.1,16.0,512.0,12.0,1149.99,Lenovo,3.0,Black,AMD,8.0
917,14.0,1366 x 768 Pixels,1.0,8.0,256.0,12.0,539.0,HP,3.0,White,AMD,1.0
918,17.3,1920 x 1080 Pixels,3.5,64.0,2000.0,12.0,3959.99,Computer Upgrade King,8.0,White,Intel,8.0
919,7.0,4K,1.5,8.0,128.0,7.0,730.0,LANRUO,1.0,Black,Intel,2.0
920,15.6,2K,4.6,16.0,128.0,12.0,2079.99,ASUS,6.0,White,AMD,8.0
921,14.0,1366 x 768 Pixels,1.0,4.0,32.0,3.0,199.99,HP,3.0,Gray,Intel,2.0
922,15.6,1920 x 1080 Pixels,4.1,16.0,512.0,12.0,1149.99,Lenovo,3.0,Black,AMD,8.0
923,15.6,1920 x 1080 Pixels,2.4,8.0,256.0,12.0,839.0,MSI,4.0,Black,Intel,4.0
924,15.6,4K,1.3,16.0,512.0,5.0,1499.0,Dell,2.0,Silver,Intel,4.0
925,14.0,1920 x 1080 Pixels,2.6,4.0,64.0,5.0,259.99,Acer,4.0,White,Intel,2.0
926,17.3,1920 x 1080 Pixels,4.2,32.0,128.0,5.0,1399.99,Lenovo,6.0,Black,AMD,8.0
927,15.6,1366 x 768 Pixels,1.2,32.0,128.0,14.0,1149.99,Toshiba,4.0,Black,Intel,4.0
928,15.6,1920 x 1080 Pixels,1.2,12.0,512.0,7.0,599.9,ASUS,3.0,Gray,Intel,2.0
929,15.6,1366 x 768 Pixels,2.5,8.0,128.0,12.0,399.0,HP,5.0,White,AMD,1.0
930,17.3,1920 x 1080 Pixels,2.3,32.0,128.0,12.0,2049.0,Sager,5.0,White,Intel,8.0
931,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,12.0,709.99,Dell,5.0,White,AMD,2.0
932,11.6,1366 x 768 Pixels,1.8,4.0,32.0,10.0,209.0,Lenovo,3.0,Black,AMD,2.0
933,11.6,1366 x 768 Pixels,1.1,8.0,128.0,12.0,559.99,Latitude,4.0,Black,Intel,4.0
934,14.0,1366 x 768 Pixels,1.1,4.0,32.0,12.0,390.0,HP,4.0,Silver,Intel,2.0
935,15.6,1920 x 1080 Pixels,2.4,16.0,128.0,12.0,968.99,Lenovo,3.0,White,Intel,4.0
936,11.6,1366 x 768 Pixels,1.6,4.0,32.0,12.0,249.0,Samsung Electronics,2.0,Black,Intel,2.0
937,11.6,1366 x 768 Pixels,2.4,4.0,32.0,10.0,299.0,Acer,2.0,Silver,Intel,2.0
938,14.0,1366 x 768 Pixels,2.1,4.0,32.0,10.0,239.99,Lenovo,3.0,Black,Intel,2.0
939,11.6,1366 x 768 Pixels,2.1,4.0,32.0,9.0,268.0,Lenovo,2.0,White,Intel,4.0
940,15.6,1920 x 1080 Pixels,1.8,8.0,256.0,8.0,389.0,YITAOERA,3.0,Black,Intel,4.0
941,15.6,1920 x 1080 Pixels,2.0,16.0,512.0,7.0,972.0,HP,4.0,Black,AMD,8.0
942,15.6,1920 x 1080 Pixels,3.0,8.0,256.0,12.0,809.0,Lenovo,9.0,White,AMD,6.0
943,17.3,1920 x 1080 Pixels,5.0,32.0,128.0,12.0,2499.0,Basrdis,10.0,Black,Intel,6.0
944,11.6,1366 x 768 Pixels,2.1,4.0,32.0,10.0,269.99,Lenovo,2.0,Black,Intel,2.0
945,14.0,1920 x 1080 Pixels,3.9,16.0,1000.0,3.0,1649.0,Lenovo,3.0,Gray,Intel,4.0
946,15.6,1366 x 768 Pixels,2.6,4.0,128.0,9.0,479.0,HP,4.0,Silver,AMD,2.0
947,15.6,1920 x 1080 Pixels,2.3,4.0,64.0,10.0,399.0,Lenovo,4.0,Gray,Intel,2.0
948,17.3,1920 x 1080 Pixels,2.6,32.0,128.0,12.0,2439.0,Lenovo,7.0,Black,Intel,6.0
949,13.3,1920 x 1080 Pixels,2.1,8.0,256.0,12.0,499.0,Lenovo,4.0,Black,Intel,2.0
950,14.0,1920 x 1080 Pixels,1.6,8.0,256.0,12.0,667.0,Lenovo,3.0,Mica,Intel,4.0
951,14.0,1366 x 768 Pixels,1.0,8.0,256.0,12.0,549.0,HP,4.0,White,Intel,4.0
952,15.6,1920 x 1080 Pixels,1.2,8.0,256.0,7.0,479.0,Lenovo,4.0,Almond,Intel,2.0
